"","avgAttempts","avgYards","avgTDs","avgPoints","lastRushAtt","lastRushYds","lastRushTD","lastTargets","lastPassYds","lastPassTD","lastFantasyPoints","performanceClass"
"269",19.3333333333333,59.6666666666667,0.333333333333333,7.96666666666667,21,55,0,2,5,0,6,1
"270",0,0,0,0,0,0,0,0,0,0,0,0
"271",9.33333333333333,32,0,2.53333333333333,9,33,0,2,6,0,1.9,0
"272",18,120.666666666667,0.666666666666667,16.0666666666667,20,146,1,3,50,0,25.6,4
"273",15,80.6666666666667,0,8.06666666666667,14,40,0,1,5,0,4.5,0
"274",7,37,0.333333333333333,5.7,8,37,0,2,2,0,3.9,0
"275",11.3333333333333,54.3333333333333,0,5.43333333333333,5,12,0,10,26,0,3.8,0
"276",14,58.6666666666667,0,5.86666666666667,13,41,0,4,25,0,6.6,1
"277",7.33333333333333,46,0.333333333333333,6.6,3,10,0,5,17,0,2.7,0
"278",1,-1.66666666666667,0,-0.833333333333333,1,1,0,0,0,0,0.1,0
"279",1,2,0,0.2,2,5,0,0,0,0,0.5,0
"280",3.66666666666667,15,0,1.5,0,0,0,2,17,0,1.7,0
"281",12.3333333333333,95,0,9.5,7,8,0,7,63,0,7.1,1
"282",0.666666666666667,2.66666666666667,0,0.266666666666667,0,0,0,1,8,0,0.8,0
"283",6,20.3333333333333,0,2.03333333333333,2,4,0,2,3,0,0.7,0
"284",6.66666666666667,34.6666666666667,1,8.8,3,9,0,1,8,0,1.7,0
"285",2.66666666666667,8,0,0.8,1,-1,0,0,0,0,-0.1,0
"286",21,98,0.666666666666667,13.8,21,112,1,4,14,0,18.6,3
"287",3.33333333333333,12.6666666666667,0,1.26666666666667,7,19,0,3,19,0,3.8,0
"288",26,167.333333333333,2,28.7333333333333,13,100,1,10,56,1,27.6,4
"289",6,20,0.333333333333333,4,5,23,0,4,19,1,10.2,2
"290",9,44,0.333333333333333,6.4,4,21,0,6,18,0,3.9,0
"291",0,0,0,0,0,0,0,0,0,0,0,0
"292",0,0,0,0,0,0,0,0,0,0,0,0
"293",16,83,0.333333333333333,10.3,9,38,0,4,18,0,5.6,1
"294",13.6666666666667,49.3333333333333,0,4.93333333333333,4,3,0,2,17,0,2,0
"295",1.66666666666667,11,0,1.1,1,2,0,2,21,0,2.3,0
"296",20.6666666666667,93,0.333333333333333,10.6333333333333,13,78,0,3,16,0,9.4,1
"297",4.66666666666667,31.6666666666667,0,3.16666666666667,0,0,0,2,7,0,0.7,0
"298",15.3333333333333,78.6666666666667,0.666666666666667,11.8666666666667,8,50,1,2,23,0,13.3,2
"299",9.33333333333333,55.3333333333333,0,5.53333333333333,11,32,0,2,9,0,4.1,0
"300",0,0,0,0,0,0,0,0,0,0,0,0
"301",16.3333333333333,55.6666666666667,0,5.56666666666667,19,98,0,3,12,0,11,2
"302",2.66666666666667,9.66666666666667,0,0.966666666666667,1,5,0,2,8,0,1.3,0
"303",3.33333333333333,13.6666666666667,0,1.36666666666667,3,8,0,0,0,0,0.8,0
"304",9,18,0,1.8,6,5,0,1,2,0,0.7,0
"305",11.3333333333333,45.6666666666667,0,3.9,8,43,0,0,0,0,4.3,0
"306",5,55.3333333333333,0.333333333333333,7.53333333333333,5,21,0,4,28,0,4.9,0
"307",4,6.33333333333333,0,0.633333333333333,4,13,0,0,0,0,1.3,0
"308",3.33333333333333,13,0,1.3,0,0,0,0,0,0,0,0
"309",0.666666666666667,4.33333333333333,0,0.433333333333333,0,0,0,0,0,0,0,0
"310",10.3333333333333,45.3333333333333,0.333333333333333,6.53333333333333,10,57,0,0,0,0,5.7,1
"311",26,118.333333333333,1,17.8333333333333,18,59,1,7,66,1,24.5,4
"312",2.66666666666667,17.3333333333333,0,1.73333333333333,4,11,0,2,13,0,2.4,0
"313",0.666666666666667,2,0,0.2,0,0,0,0,0,0,0,0
"314",5.66666666666667,21,0,2.1,0,0,0,1,0,0,0,0
"315",0.333333333333333,1.33333333333333,0,0.133333333333333,0,0,0,1,4,0,0.4,0
"316",9,45.6666666666667,0,4.56666666666667,9,35,0,7,39,0,7.4,1
"317",1.66666666666667,37.3333333333333,0,3.73333333333333,0,0,0,0,0,0,0,0
"318",0.333333333333333,0,0,0,1,0,0,0,0,0,0,0
"319",20,65.6666666666667,0.333333333333333,8.56666666666667,11,40,0,0,0,0,4,0
"320",15.6666666666667,68,0.333333333333333,8.13333333333333,22,110,1,5,19,0,18.9,3
"321",9.66666666666667,67.3333333333333,0,6.06666666666667,10,49,0,3,17,0,4.6,0
"322",0,0,0,0,0,0,0,0,0,0,0,0
"323",14,83,0.666666666666667,12.3,17,41,0,2,12,1,11.3,2
"324",14.6666666666667,90,0.333333333333333,11,18,122,1,0,0,0,18.2,3
"325",7,26.3333333333333,0,2.63333333333333,4,4,0,3,14,0,1.8,0
"326",2.33333333333333,8.66666666666667,0,0.866666666666667,5,18,0,1,2,0,2,0
"327",8.33333333333333,25.6666666666667,0,2.56666666666667,4,16,0,6,32,0,4.8,0
"328",2.66666666666667,11.3333333333333,0,0.466666666666667,4,19,0,2,10,0,0.9,0
"329",4.66666666666667,19,0,1.9,2,9,0,1,3,0,1.2,0
"330",14,82.6666666666667,0.666666666666667,12.2666666666667,5,26,0,12,75,2,22.1,4
"331",0.666666666666667,3,0,0.3,1,1,0,0,0,0,0.1,0
"332",15.3333333333333,80,0.333333333333333,10,29,152,1,2,10,0,22.2,4
"333",8,28,0,2.8,3,9,0,10,31,0,4,0
"334",4,15.6666666666667,0.666666666666667,5.56666666666667,3,5,0,2,19,0,2.4,0
"335",4,12,0,1.2,4,9,0,2,8,0,1.7,0
"336",25,105.333333333333,0.666666666666667,14.5333333333333,18,65,0,4,5,0,7,1
"337",3.33333333333333,12.6666666666667,0,1.26666666666667,0,0,0,0,0,0,0,0
